item_id,product_id,order_id,quantity,unit_price
586,53,315,1,659.34
587,46,315,1,654.59
588,83,315,1,6397.85
589,68,316,1,1829.47
590,61,316,1,697.01
591,138,316,1,761.26
592,139,316,1,1629.54
593,96,317,2,694.29
594,111,317,1,106.79
595,7,318,1,5068.91
596,70,319,1,607.23
597,63,319,1,522.43
598,32,320,1,10814.7
599,86,321,1,1291.12
600,126,321,1,6249.24
601,81,322,1,1472.26
602,123,323,2,2602.85
603,83,324,1,4076
604,139,325,1,1583.12
605,23,326,1,435.57
606,32,326,1,15295.83
607,139,327,1,1648.83
608,118,328,1,1901.8
609,101,328,1,1583.8
610,57,328,1,594.86
611,96,329,1,694.75
612,126,329,1,3749.97
613,23,330,2,430.55
614,22,330,1,346.28
615,32,330,1,1876.39
616,94,331,1,1398.25
617,51,331,1,1196.98
618,126,332,1,3481.43
619,53,333,2,668.59
620,143,333,2,359.08
621,55,333,1,2162.03
622,136,334,1,2550.23
623,62,334,1,829.77
624,136,334,1,7244.37
625,55,335,1,1980.44
626,82,335,1,2322.61
627,83,335,1,5301.08
628,55,336,1,2890.01
629,59,337,1,1315.46
630,96,337,1,691.65
631,45,337,1,405.68
632,101,338,1,1619.05
633,122,338,1,1034.88
634,92,339,2,2743.48
635,111,340,1,422.82
636,7,341,1,4356.05
637,141,342,1,462.11
638,2,342,2,984.42
639,127,343,1,944.26
640,113,343,1,4155.79
641,63,344,1,458.78
642,69,344,1,1345.54
643,82,345,2,1585.67
644,68,346,1,1929.06
645,127,347,1,854.58
646,89,348,1,1217.9
647,126,348,1,5157.19
648,140,349,1,443.37
649,62,350,1,845.33
650,69,350,1,1102.09
651,135,351,1,731.62
652,124,351,1,159.8
653,37,351,1,492.3
654,139,352,1,1572
655,136,352,1,4424.09
656,121,353,1,2524.13
657,73,354,1,927.48
658,136,354,1,8914.38
659,127,355,1,955.72
660,96,355,1,689.61
661,96,355,1,294.33
662,132,356,1,1013.38
663,111,356,1,1377.91
664,84,356,1,1289.63
665,61,357,1,682.06
666,136,357,1,4004.24
667,83,358,1,4388.73
668,141,359,1,460.64
669,32,359,1,3404.4
670,63,360,1,467.77
671,96,360,1,225.41
672,63,361,1,462.36
673,32,361,1,8191.95
674,19,362,1,726.01
675,7,362,1,10771.56
676,127,363,1,933.15
677,117,363,1,3968.59
678,104,363,1,2595.83
679,26,364,1,437.9
680,32,364,1,4806.89
681,16,365,1,938.99
682,68,366,1,1813.96
683,78,366,1,793.49
684,71,367,1,1181.11
685,74,367,1,2559.29
686,84,367,1,1287.15
687,62,367,1,833.99
688,67,368,2,730.24
689,32,369,1,2797.74
690,29,370,1,268.7
691,124,370,1,161.93
692,32,370,1,9072.52
693,35,371,1,687.2
694,142,371,1,900.61
695,32,372,1,3906.27
696,68,373,1,1831.34
697,92,374,1,3370.67
698,84,374,1,1336.2
699,34,375,1,199.37
700,136,375,1,3178.34
701,140,376,1,603.64
702,8,376,1,473.99
703,117,377,1,4072.77
704,40,377,1,451.53
705,54,377,1,1526.67
706,69,378,1,1199.26
707,71,378,1,1202.25
708,136,378,1,4894.19
709,78,379,1,786.33
710,28,379,1,521.83
711,32,380,1,4916.45
712,32,381,1,5272.66
713,67,382,1,871.31
714,73,383,1,930.31
715,136,383,1,5135.7
716,141,384,1,477.79
717,38,384,1,137.67
718,7,384,1,10606.6
719,70,385,1,609.14
720,62,385,1,850.09
721,22,385,1,363.86
722,25,386,1,276.31
723,36,386,2,176.84
724,32,386,1,2034.77
725,93,387,1,1118.44
726,19,387,2,516.14
727,7,388,1,3652.71
728,7,388,1,4412.75
729,8,389,1,2232.67
730,7,389,1,7742.44
731,96,390,1,707.45
732,50,390,1,319.92
733,84,391,1,1302.41
734,83,391,1,5750.06
735,32,392,1,2771.63
736,126,393,1,4519.3
737,31,394,1,270.69
738,97,394,1,2238.39
739,126,394,1,5462.85
740,25,395,1,280.03
741,143,395,2,352.23
742,81,395,1,1480.31
743,136,395,1,4957.11
744,48,396,1,162.36
745,131,397,1,485.89
746,18,397,1,1666.22
747,7,398,1,3852.97
748,3,399,1,2034.34
749,5,399,1,1091.2
750,120,399,1,7417.57
751,103,400,1,3326.34
752,70,400,1,621.2
753,68,400,1,1791.54
754,120,401,2,5721.73
755,138,402,1,763.41
756,61,402,1,678.09
757,69,402,1,1314.99
758,83,403,1,5803.25
759,101,404,1,762.75
760,127,405,1,943.32
761,90,405,1,2562.88
762,12,406,2,718.93
763,130,407,1,681.12
764,136,407,1,6030.96
765,36,408,1,177.7
766,7,408,1,4839.36
767,83,409,1,8383.69
768,86,410,1,1304.9
769,132,410,1,1005.14
770,90,410,1,2459.14
771,126,410,1,3034.16
772,70,411,1,613.98
773,136,411,1,5762.08
774,51,412,1,187.95
775,143,413,1,352.19
776,47,413,2,113.19
777,5,414,2,1088.67
778,2,414,1,1335.75
779,30,415,1,335.79
780,32,415,1,5976.92
781,93,416,1,1092.13
782,83,416,1,7271
783,96,417,1,472.27
784,53,418,2,668.36
785,126,418,1,3531.74
786,143,419,1,362.69
787,45,419,1,418.89
788,29,420,1,270.97
789,124,420,2,157.46
790,14,420,1,346.6
791,14,421,2,389.31
792,18,421,1,1657.67
793,96,422,1,689.2
794,111,422,1,308.36
795,9,423,2,786.37
796,136,424,1,5786.2
797,140,425,1,566.15
798,101,426,1,830.17
799,54,427,1,1519.56
800,108,427,1,4666.86
801,126,427,1,4079.22
802,83,428,1,4826.48
803,138,429,1,776.98
804,131,429,1,478.56
805,81,430,1,1520.06
806,131,430,1,496.34
807,50,430,1,178.24
808,32,431,1,2106.03
809,83,432,1,7903.68
810,108,433,1,4575.54
811,41,433,1,1658.28
812,77,434,2,989.36
813,7,434,1,8140.71
814,83,435,1,13605.02
815,125,436,1,599.32
816,114,436,1,17072.22
817,4,437,1,3528.24
818,10,437,1,1879.34
819,99,438,2,1824.3
820,118,438,1,1912.46
821,79,438,1,979.31
822,93,438,1,1071.97
823,127,439,1,948.31
824,96,439,1,600.99
825,89,440,1,1199.83
826,119,440,1,10225.43
827,57,441,1,602.72
828,96,441,1,720.29
829,62,442,1,846.16
830,78,442,1,796.49
831,128,443,2,2529.55
832,125,444,1,600.41
833,111,444,1,707.73
834,84,445,1,1288.98
835,55,445,1,2188.71
836,96,446,1,752.24
837,136,447,1,3734.72
838,62,448,1,836.08
839,24,448,1,157.09
840,62,448,1,848.11
841,137,449,1,240.25
842,32,449,1,7304.81
843,14,450,1,383.69
844,7,450,1,7847.08
845,26,451,1,438.6
846,32,451,1,3030.28
847,97,452,1,2201.73
848,104,452,1,2525.65
849,96,453,1,687.89
850,93,453,1,1113.24
851,96,453,1,737.56
852,70,454,1,623.62
853,78,454,1,273.18
854,68,455,1,1805.27
855,38,456,1,140.17
856,38,456,2,137.64
857,32,456,1,1200.35
858,126,457,1,3839.08
859,51,457,1,1197.77
860,44,457,1,864.55
861,92,457,1,3827.18
862,50,458,1,330.55
863,57,458,1,535.73
864,68,459,1,1926.1
865,127,460,1,931.52
866,50,460,1,328.75
867,49,460,1,184.3
868,47,461,1,755.93
869,89,461,1,1244.56
870,145,462,1,2042.14
871,85,463,2,881.11
872,94,464,1,1413.45
873,89,464,1,1183.2
874,51,464,1,1174.39
875,96,465,1,724.25
876,51,466,1,1230.82
877,129,467,1,1105.54
878,81,467,1,1512.58
879,32,467,1,2028.41
880,131,468,1,486.65
881,19,468,1,788.22
882,115,469,1,1009.27
883,64,470,1,435.32
884,62,470,1,828.43
885,111,471,1,1411.68
886,82,471,1,516.74
887,126,472,1,16840.96
888,36,473,1,178.94
889,122,473,1,987.92
890,96,473,1,667.3
891,32,474,1,1920.64
892,17,475,2,695.76
893,18,475,1,1602.65
894,7,475,1,4036.83
895,57,476,1,597.95
896,50,476,1,333.53
897,122,476,1,993.54
898,126,476,1,16510.92
899,122,477,1,1027.63
900,58,478,2,848.74
901,108,478,1,4561.88
902,112,479,1,1459.66
903,32,480,1,1988.81
904,113,481,2,2876.84
905,64,482,1,425.9
906,82,483,1,2320.72
907,92,483,1,3915.92
908,46,484,1,640.53
909,126,484,1,6399.34
910,78,485,1,775.41
911,118,485,1,2036.93
912,83,486,1,6304.88
913,79,487,2,1000.91
914,67,487,1,353.2
915,21,488,2,1005
916,126,488,1,3814.02
917,60,489,1,157.49
918,127,490,1,963.95
919,83,490,1,5712.17
920,1,491,1,1767.09
921,7,491,1,4817.98
922,86,492,1,1288.36
923,92,492,1,3940.04
924,89,493,1,1201.94
925,54,493,1,1471.84
926,46,493,1,644.26
927,118,494,1,1876.45
928,136,494,1,7728.65
929,33,495,1,399.74
930,27,495,1,186.56
931,32,495,1,1955.45
932,36,496,1,179.41
933,30,496,1,338.54
934,7,496,1,6366.11
935,25,497,1,279.81
936,24,497,1,161.91
937,33,497,1,399.59
938,32,497,1,7618.22
939,35,498,1,706.06
940,32,498,1,2689.4
941,20,499,2,532.86
942,5,499,1,1131.14
943,136,500,1,30073.34
944,96,501,1,693.31
945,94,501,1,1424.08
946,51,501,1,1163.18
947,102,502,1,3166.76
948,93,503,1,1118.33
949,111,503,1,789.29
950,16,504,1,917.03
951,121,504,1,2513.63
952,75,505,1,290.51
953,42,505,1,234.53
954,14,506,1,382.35
955,7,506,1,15858.16
956,122,507,1,1016.05
957,86,507,1,395.09
958,35,508,2,689.05
959,32,508,2,1273.6
960,32,508,1,15652.85
961,7,509,1,5465.83
962,52,510,1,822.06
963,83,510,1,10791.56
964,104,511,1,1178.17
965,32,512,1,4950.79
966,82,513,1,2276.07
967,90,513,1,2436.08
968,94,514,1,1405.69
969,127,514,1,876.92
970,70,515,1,610.39
971,136,515,1,6255.86
972,139,516,1,1570.81
973,122,517,1,1008.31
974,70,517,1,625.8
975,111,517,1,602.69
976,40,518,2,452.39
977,34,518,1,209.98
978,101,519,2,1621.36
979,89,519,1,1185.22
980,96,519,1,627.54
981,55,520,1,1976.88
982,96,520,1,699.03
983,83,520,1,10075.37
984,59,521,1,1373.61
985,44,522,1,913.23
986,135,523,1,738.63
987,92,523,1,548.97
988,127,524,2,792.51
989,15,525,2,434.84
990,16,525,1,924.49
991,14,525,1,387.08
992,50,525,1,135.03
993,66,526,1,2233.06
994,68,526,1,1874.79
995,139,527,1,1591.97
996,32,528,1,4193.64
997,111,529,1,669.6
998,80,530,1,287.97
999,64,530,1,399.87
1000,55,531,2,216.86
1001,32,532,1,2071.99
1002,145,533,2,2075.21
1003,100,533,2,1479.25
1004,50,533,1,330.09
1005,96,533,1,237.49
1006,25,534,1,274.19
1007,29,534,1,265.8
1008,47,534,1,785.78
1009,101,535,1,1624.69
1010,103,535,1,3313.6
1011,11,536,2,999.87
1012,3,536,1,2027.46
1013,55,537,1,2023.17
1014,58,537,1,859.34
1015,105,537,1,3747.74
1016,83,538,1,11517.86
1017,124,539,1,155.85
1018,40,539,1,118.66
1019,15,540,1,432.09
1020,14,540,1,18.59
1021,143,541,1,366.06
1022,122,541,1,341.87
1023,136,542,1,7204.94
1024,46,543,1,658.22
1025,90,543,1,2518.92
1026,93,543,1,1111.58
1027,96,543,1,688.38
1028,38,544,2,94.89
1029,57,545,1,601.61
1030,83,545,1,9657.51
1031,53,546,2,677.57
1032,83,546,1,10729.15
1033,7,547,1,6586.33
1034,32,548,1,5950.03
1035,126,549,1,10981.34
1036,87,550,1,2942.66
1037,79,551,1,1008.47
1038,70,551,1,568.2
1039,55,552,1,2036.04
1040,126,552,1,2970.91
1041,139,553,1,1599.4
1042,76,553,1,1574.5
1043,67,553,2,908.73
1044,84,554,1,1306.57
1045,93,555,2,1097.19
1046,50,555,1,208.84
1047,136,556,1,6106.74
1048,122,557,2,999.66
1049,93,557,1,1081.11
1050,83,557,1,7615.63
1051,123,558,1,3351.03
1052,7,558,1,13133.36
1053,67,559,2,796.21
1054,100,560,1,450.16
1055,1,561,1,1801.98
1056,7,561,1,3753.19
1057,45,562,1,406.73
1058,83,562,1,5915.94
1059,136,563,1,3361.7
1060,143,564,1,357.47
1061,45,564,1,392.94
1062,96,564,1,747.55
1063,92,565,1,3664.69
1064,83,566,1,8211.85
1065,33,567,2,396.5
1066,32,567,1,3853.08
1067,141,568,2,464.87
1068,36,568,1,183.07
1069,99,569,1,1802.98
1070,32,569,1,2503.01
1071,141,570,1,462.93
1072,29,570,1,266.85
1073,32,570,1,20751.52
1074,136,571,1,2651.36
1075,45,572,1,395.17
1076,41,572,1,1623.32
1077,83,573,1,7887.8
1078,54,574,2,1473.88
1079,53,575,2,665.82
1080,96,575,1,84.22
1081,72,576,1,2506.16
1082,7,576,1,3674.29
1083,7,577,1,11717.04
1084,89,578,1,1196.36
1085,83,578,1,4774.23
1086,64,579,1,435.08
1087,111,579,1,1070.7
1088,118,580,1,2000.99
1089,32,581,1,3685.48
1090,68,582,1,1834.69
1091,139,582,1,1495.99
1092,94,583,1,585.15
1093,70,584,1,623.05
1094,83,584,1,5540.15
1095,82,585,1,2265.45
1096,126,585,1,3383.85
1097,36,586,1,180
1098,32,586,1,1298.73
1099,79,587,1,995.49
1100,136,587,1,3994.08
1101,14,588,1,388.52
1102,1,588,1,1814.44
1103,68,589,1,1820.36
1104,136,589,1,5096.69
1105,80,590,1,291.74
