order_id,customer_id,order_date,amount,order_status,payment_type
117,658,2023-07-10,10886.46,Delivered,Credit Card
118,607,2025-01-03,1535.72,Delivered,COD
119,574,2023-04-10,23224.31,Delivered,UPI
120,607,2023-12-05,18061.92,Delivered,UPI
121,280,2023-01-20,5810.24,Delivered,UPI
122,798,2023-10-20,4525.37,Delivered,UPI
123,607,2023-09-10,960.99,Delivered,Debit Card
124,693,2024-09-09,3080.84,Delivered,UPI
125,607,2025-01-09,1368.62,Delivered,Wallet
126,335,2023-03-23,9207.41,Delivered,Wallet
127,416,2025-06-14,280.88,Delivered,Debit Card
128,607,2023-12-26,2601.58,Delivered,UPI
129,607,2023-12-08,12734.18,Delivered,UPI
130,789,2023-12-08,8392.62,Delivered,UPI
131,607,2025-05-08,2134.4,Delivered,UPI
132,607,2025-04-01,1429.37,Delivered,UPI
133,607,2024-05-17,5042.52,Delivered,UPI
134,607,2024-09-21,5309.27,Delivered,UPI
135,195,2023-05-08,3182.02,Delivered,Credit Card
136,727,2023-08-12,1054.09,Delivered,UPI
137,218,2023-03-24,787.11,Delivered,UPI
138,607,2023-12-23,4635.39,Delivered,UPI
139,607,2023-06-22,4111.44,Delivered,Debit Card
140,98,2024-01-19,5758.93,Delivered,UPI
141,607,2023-02-09,5795.75,Delivered,Wallet
142,145,2023-04-30,3004.33,Delivered,COD
143,758,2025-03-06,1358.42,Delivered,UPI
144,515,2023-10-19,3525.73,Delivered,Credit Card
145,607,2024-10-24,7055.45,Delivered,UPI
146,607,2023-11-19,4307.46,Delivered,Debit Card
147,657,2023-03-08,1823.59,Delivered,UPI
148,61,2024-11-18,11856.98,Delivered,Credit Card
149,608,2024-04-06,8785.83,Delivered,UPI
150,607,2023-03-05,266.27,Delivered,Credit Card
151,435,2024-06-27,2548.49,Delivered,Debit Card
152,420,2024-02-28,2868.39,Delivered,UPI
153,537,2024-04-08,989.64,Delivered,COD
154,598,2023-05-05,1475.22,Delivered,COD
155,607,2023-03-13,5343.54,Delivered,Credit Card
156,420,2024-06-12,3727.19,Delivered,UPI
157,444,2023-07-25,14260.85,Delivered,Wallet
158,789,2024-07-04,7365.36,Delivered,COD
159,68,2024-10-19,2505.9,Delivered,UPI
160,607,2025-11-03,1913.19,Delivered,Credit Card
161,339,2024-05-10,1660.6,Delivered,UPI
162,435,2023-04-12,6592.38,Delivered,UPI
163,607,2024-04-03,2742.41,Delivered,UPI
164,514,2025-02-05,8467.6,Delivered,Credit Card
165,607,2023-04-27,5138.0,Cancelled,COD
166,415,2024-01-24,2018.6,Delivered,UPI
167,103,2024-01-06,4503.44,Delivered,UPI
168,237,2024-04-02,5319.8,Delivered,Debit Card
169,435,2025-02-20,561.66,Delivered,Credit Card
170,319,2025-07-26,1273.81,Delivered,UPI
171,371,2024-07-14,1476.17,Delivered,UPI
172,607,2025-02-03,6768.41,Delivered,Wallet
173,607,2025-12-01,5096.56,Delivered,Debit Card
174,39,2023-09-26,6923.15,Delivered,UPI
175,495,2024-02-25,3549.33,Delivered,Debit Card
176,607,2023-08-03,653.24,Delivered,Credit Card
177,189,2024-02-18,1858.76,Delivered,UPI
178,662,2023-01-27,2561.82,Delivered,Debit Card
179,598,2024-06-24,2337.39,Returned,Credit Card
180,607,2023-12-16,7730.26,Returned,UPI
181,743,2023-11-23,1569.75,Returned,UPI
182,416,2023-09-25,432.99,Returned,Credit Card
183,703,2025-12-10,8157.07,Returned,COD
184,435,2025-11-01,6169.57,Cancelled,COD
185,607,2025-10-17,14907.2,Delivered,Credit Card
186,435,2025-08-26,5093.91,Delivered,Debit Card
187,382,2024-06-04,182.02,Delivered,Debit Card
188,780,2025-04-28,6880.11,Delivered,UPI
189,698,2025-11-07,4083.25,Delivered,COD
190,607,2024-03-21,2727.73,Delivered,UPI
191,607,2025-05-04,1852.22,Delivered,Debit Card
192,607,2024-05-28,5889.93,Delivered,UPI
193,607,2025-03-04,9986.86,Delivered,Credit Card
194,789,2025-01-23,3475.18,Delivered,Debit Card
195,164,2024-06-06,5993.66,Delivered,UPI
196,577,2024-03-12,4810.83,Delivered,Debit Card
197,435,2023-03-23,3600.27,Delivered,Debit Card
198,435,2024-08-30,823.56,Delivered,COD
199,444,2025-06-10,8326.26,Delivered,Debit Card
200,627,2023-05-10,1950.78,Delivered,Debit Card
201,600,2023-06-27,7536.27,Delivered,UPI
202,607,2025-02-03,1242.45,Delivered,Wallet
203,82,2025-04-25,1274.17,Delivered,COD
204,533,2025-08-02,7725.76,Delivered,Debit Card
205,549,2024-02-01,4526.62,Delivered,UPI
206,607,2025-06-12,1882.91,Delivered,UPI
207,382,2023-12-26,537.39,Returned,Debit Card
208,658,2023-03-05,2380.43,Delivered,COD
209,727,2025-10-23,3950.19,Delivered,Credit Card
210,320,2023-10-27,11705.55,Delivered,Debit Card
211,607,2023-06-09,7938.72,Delivered,Credit Card
212,538,2024-04-16,3341.47,Delivered,Credit Card
213,607,2024-06-12,14461.69,Delivered,Wallet
214,607,2024-06-25,6227.75,Delivered,UPI
215,451,2023-07-17,10905.17,Delivered,UPI
216,68,2025-02-19,6296.49,Delivered,UPI
217,598,2025-12-06,477.46,Delivered,UPI
218,607,2024-06-19,2205.68,Delivered,COD
219,607,2025-03-26,3700.85,Delivered,Debit Card
220,316,2023-04-17,6352.7,Delivered,UPI
221,607,2025-03-31,1704.32,Delivered,Debit Card
222,435,2023-03-10,6099.12,Delivered,COD
223,607,2024-02-15,7474.17,Delivered,Credit Card
224,658,2025-10-27,5381.59,Returned,UPI
225,645,2023-05-19,2715.76,Delivered,Credit Card
226,789,2024-01-25,761.42,Delivered,Credit Card
227,607,2025-10-05,10260.0,Delivered,Debit Card
228,607,2023-12-24,5664.25,Delivered,Credit Card
229,549,2025-10-18,9038.52,Delivered,Credit Card
230,467,2023-01-20,3950.6,Delivered,UPI
231,607,2023-04-08,956.39,Delivered,Credit Card
232,208,2025-01-09,3789.37,Delivered,UPI
233,599,2025-07-04,3225.07,Returned,COD
234,518,2024-04-12,696.69,Delivered,UPI
235,745,2025-12-02,190.84,Delivered,Wallet
236,607,2023-06-13,1553.56,Delivered,UPI
237,598,2023-06-20,1279.31,Delivered,UPI
238,114,2023-09-26,536.94,Delivered,Credit Card
239,789,2025-06-30,4376.95,Delivered,UPI
240,435,2025-06-23,2426.15,Delivered,UPI
241,607,2023-01-19,1314.74,Delivered,COD
242,444,2024-05-05,10406.85,Delivered,Credit Card
243,162,2024-04-21,5773.53,Delivered,UPI
244,607,2023-04-25,1534.64,Delivered,UPI
245,607,2024-05-24,1862.32,Delivered,Credit Card
246,568,2023-03-28,8377.07,Delivered,Debit Card
247,607,2023-11-14,7008.26,Delivered,UPI
248,411,2024-12-12,2965.85,Delivered,COD
249,451,2023-11-25,1552.76,Delivered,UPI
250,607,2023-11-12,6088.32,Delivered,Debit Card
251,764,2025-03-06,2018.16,Delivered,Debit Card
252,789,2023-05-05,22654.78,Delivered,UPI
253,98,2024-01-02,8052.84,Delivered,Credit Card
254,294,2025-06-26,2775.36,Delivered,Wallet
255,607,2024-06-04,1223.33,Delivered,UPI
256,607,2024-10-06,7648.56,Delivered,UPI
257,607,2023-06-08,4075.66,Returned,Debit Card
258,703,2023-03-18,7912.0,Delivered,Debit Card
259,195,2023-01-24,5355.51,Delivered,Debit Card
260,435,2025-10-30,4254.48,Delivered,UPI
261,36,2023-10-04,1006.1,Delivered,Credit Card
262,435,2025-01-18,997.0,Delivered,UPI
263,703,2024-02-13,1914.43,Delivered,Debit Card
264,457,2024-03-09,3038.29,Delivered,UPI
265,757,2024-07-09,3662.7,Delivered,Debit Card
266,562,2025-12-24,1188.66,Delivered,UPI
267,28,2024-04-28,3068.22,Delivered,Wallet
268,607,2024-07-27,7194.05,Delivered,UPI
269,607,2024-02-19,5749.54,Delivered,COD
270,79,2025-04-27,7100.3,Delivered,Wallet
271,607,2024-01-14,2543.72,Delivered,UPI
272,607,2025-08-28,817.22,Delivered,UPI
273,449,2025-06-18,4018.95,Returned,COD
274,126,2025-07-24,2888.9,Delivered,COD
275,457,2023-10-19,15785.33,Delivered,Credit Card
276,435,2023-07-04,14198.45,Delivered,UPI
277,607,2023-03-31,3785.97,Delivered,COD
278,435,2023-08-29,979.45,Returned,COD
279,607,2024-05-02,6217.5,Delivered,UPI
280,607,2023-10-31,3172.21,Delivered,UPI
281,789,2024-01-01,6847.62,Delivered,UPI
282,451,2023-10-03,9620.59,Delivered,UPI
283,698,2024-12-25,10986.77,Delivered,Wallet
284,540,2024-03-10,469.32,Delivered,UPI
285,649,2023-12-26,14157.05,Delivered,UPI
286,607,2024-11-10,2405.78,Delivered,COD
287,607,2023-08-28,6185.66,Cancelled,COD
288,369,2024-02-18,2679.82,Delivered,COD
289,7,2023-09-29,6979.79,Delivered,UPI
290,435,2024-03-05,1271.72,Delivered,UPI
291,607,2024-12-18,979.3,Delivered,Credit Card
292,159,2025-06-27,652.39,Delivered,UPI
293,509,2025-07-02,3652.2,Delivered,Debit Card
294,68,2025-08-17,2410.26,Delivered,UPI
295,607,2024-11-07,3058.49,Delivered,COD
296,451,2024-10-29,8833.36,Delivered,Credit Card
297,28,2025-09-23,718.12,Delivered,UPI
298,435,2025-02-15,10441.84,Delivered,UPI
299,608,2024-09-15,4929.98,Delivered,COD
300,607,2025-06-03,6739.53,Delivered,Debit Card
301,607,2023-01-24,2881.33,Delivered,UPI
302,607,2025-05-01,9273.36,Delivered,COD
303,607,2025-01-21,12052.21,Delivered,UPI
304,435,2023-06-10,329.77,Delivered,Credit Card
305,476,2024-12-04,12001.28,Delivered,Credit Card
306,571,2023-12-13,25687.92,Delivered,Credit Card
307,607,2023-12-26,15328.54,Delivered,UPI
308,703,2025-02-23,4143.64,Delivered,UPI
309,689,2025-03-09,1100.61,Delivered,Credit Card
310,789,2024-12-25,2547.81,Delivered,Wallet
311,159,2024-01-04,1114.37,Returned,UPI
312,435,2023-04-27,14440.39,Delivered,Wallet
313,607,2023-06-05,4626.5,Delivered,Debit Card
314,460,2025-03-15,291.49,Delivered,UPI
315,607,2023-07-31,7711.78,Delivered,UPI
316,607,2025-03-12,4917.28,Delivered,Credit Card
317,552,2023-04-24,1495.37,Delivered,Debit Card
318,759,2023-12-28,5068.91,Delivered,Credit Card
319,159,2023-02-21,1129.66,Delivered,Debit Card
320,134,2023-02-03,10814.7,Delivered,UPI
321,71,2023-04-04,7540.36,Delivered,UPI
322,607,2023-05-11,1472.26,Delivered,COD
323,13,2025-04-03,5205.69,Delivered,UPI
324,789,2025-06-17,4076.0,Delivered,UPI
325,509,2024-01-03,1583.12,Delivered,Wallet
326,607,2023-03-19,15731.4,Delivered,Debit Card
327,607,2025-01-11,1648.83,Delivered,COD
328,392,2023-04-21,4080.46,Delivered,Debit Card
329,703,2025-06-29,4444.72,Delivered,Debit Card
330,317,2025-08-22,3083.77,Delivered,Debit Card
331,607,2025-07-28,2595.23,Delivered,Credit Card
332,607,2024-03-19,3481.43,Delivered,Debit Card
333,435,2023-04-01,4217.37,Delivered,UPI
334,607,2023-07-05,10624.37,Delivered,UPI
335,451,2023-01-03,9604.13,Delivered,COD
336,608,2025-01-18,2890.01,Delivered,Credit Card
337,435,2024-03-05,2412.79,Delivered,Debit Card
338,47,2025-12-25,2653.93,Delivered,Debit Card
339,607,2023-11-05,5486.97,Delivered,COD
340,47,2025-12-21,422.82,Delivered,COD
341,435,2023-04-07,4356.05,Delivered,UPI
342,607,2023-08-28,2430.95,Delivered,UPI
343,607,2023-09-06,5100.05,Delivered,Wallet
344,607,2025-09-07,1804.32,Delivered,COD
345,333,2023-06-28,3171.34,Delivered,Wallet
346,306,2025-01-27,1929.06,Delivered,Credit Card
347,422,2025-05-01,854.58,Delivered,COD
348,607,2024-09-13,6375.09,Delivered,Credit Card
349,607,2025-08-07,443.37,Delivered,UPI
350,494,2024-05-16,1947.42,Delivered,UPI
351,457,2025-09-01,1383.72,Delivered,Wallet
352,210,2025-01-09,5996.09,Delivered,Credit Card
353,607,2024-09-08,2524.13,Delivered,UPI
354,730,2025-12-12,9841.86,Delivered,COD
355,607,2025-12-07,1939.66,Delivered,COD
356,579,2023-09-24,3680.92,Returned,Wallet
357,607,2023-01-22,4686.3,Delivered,Debit Card
358,789,2024-03-20,4388.73,Delivered,Debit Card
359,51,2025-08-30,3865.04,Delivered,UPI
360,577,2024-04-11,693.18,Delivered,Credit Card
361,435,2023-06-18,8654.31,Delivered,UPI
362,451,2025-09-01,11497.57,Delivered,Wallet
363,159,2024-02-12,7497.57,Delivered,UPI
364,415,2025-03-30,5244.79,Delivered,UPI
365,166,2023-07-23,938.99,Delivered,Debit Card
366,764,2023-07-17,2607.45,Delivered,COD
367,568,2025-05-31,5861.54,Delivered,COD
368,607,2025-08-20,1460.47,Delivered,Credit Card
369,159,2025-01-20,2797.74,Delivered,UPI
370,444,2023-06-23,9503.15,Delivered,COD
371,642,2025-01-14,1587.81,Delivered,Wallet
372,435,2023-07-08,3906.27,Delivered,Debit Card
373,607,2023-06-07,1831.34,Delivered,Debit Card
374,435,2025-11-23,4706.87,Delivered,COD
375,366,2025-06-10,3377.71,Delivered,Credit Card
376,661,2023-03-17,1077.63,Delivered,UPI
377,607,2025-09-22,6050.97,Delivered,COD
378,255,2025-12-11,7295.7,Delivered,UPI
379,608,2025-12-28,1308.16,Delivered,UPI
380,607,2023-04-22,4916.45,Delivered,Debit Card
381,607,2025-03-15,5272.66,Delivered,Wallet
382,559,2023-06-14,871.31,Delivered,COD
383,607,2025-07-17,6066.01,Delivered,Debit Card
384,202,2025-04-20,11222.06,Cancelled,COD
385,460,2023-02-17,1823.09,Delivered,Wallet
386,607,2025-01-23,2664.76,Delivered,UPI
387,607,2024-04-04,2150.73,Delivered,Debit Card
388,607,2024-05-23,8065.46,Returned,UPI
389,607,2024-04-25,9975.11,Delivered,Credit Card
390,208,2025-12-22,1027.37,Delivered,Credit Card
391,365,2025-05-30,7052.47,Delivered,UPI
392,789,2023-04-22,2771.63,Delivered,UPI
393,435,2023-10-31,4519.3,Delivered,UPI
394,576,2023-06-07,7971.93,Delivered,UPI
395,658,2023-01-12,7421.91,Delivered,UPI
396,150,2023-07-09,162.36,Delivered,Credit Card
397,712,2024-08-06,2152.11,Delivered,Debit Card
398,607,2025-01-05,3852.97,Delivered,Debit Card
399,607,2025-11-17,10543.11,Delivered,UPI
400,308,2024-08-28,5739.08,Delivered,Credit Card
401,768,2025-10-28,11443.47,Delivered,UPI
402,339,2023-06-10,2756.49,Delivered,Debit Card
403,183,2025-09-23,5803.25,Delivered,UPI
404,505,2024-01-26,762.75,Delivered,UPI
405,607,2025-08-23,3506.2,Delivered,UPI
406,715,2024-08-18,1437.86,Delivered,UPI
407,607,2025-08-27,6712.08,Delivered,UPI
408,435,2025-05-03,5017.06,Delivered,COD
409,481,2024-04-25,8383.69,Delivered,UPI
410,658,2023-11-06,7803.34,Delivered,COD
411,549,2025-01-10,6376.06,Delivered,UPI
412,460,2024-11-30,187.95,Delivered,UPI
413,376,2024-04-12,578.56,Delivered,UPI
414,435,2025-06-25,3513.09,Delivered,UPI
415,746,2025-11-30,6312.71,Delivered,Wallet
416,786,2025-06-24,8363.13,Delivered,Debit Card
417,627,2025-11-13,472.27,Delivered,Credit Card
418,642,2025-05-15,4868.46,Delivered,Wallet
419,727,2025-12-28,781.58,Delivered,COD
420,435,2025-04-23,932.49,Delivered,UPI
421,208,2025-05-17,2436.29,Delivered,Wallet
422,505,2025-01-26,997.56,Delivered,Wallet
423,789,2023-10-20,1572.73,Delivered,UPI
424,435,2024-09-26,5786.2,Delivered,Credit Card
425,415,2023-04-04,566.15,Delivered,Wallet
426,607,2023-04-19,830.17,Delivered,Wallet
427,789,2024-02-26,10265.64,Delivered,UPI
428,608,2023-07-23,4826.48,Delivered,Credit Card
429,764,2024-10-28,1255.54,Delivered,UPI
430,620,2023-04-17,2194.64,Delivered,UPI
431,294,2023-02-08,2106.03,Delivered,UPI
432,66,2023-12-11,7903.68,Delivered,COD
433,324,2025-12-29,6233.82,Delivered,Credit Card
434,444,2024-06-19,10119.43,Delivered,Wallet
435,658,2025-09-28,13605.02,Delivered,COD
436,370,2024-12-23,17671.54,Delivered,Wallet
437,643,2025-10-06,5407.58,Delivered,COD
438,764,2024-04-11,7612.34,Cancelled,COD
439,457,2025-05-24,1549.3,Delivered,Debit Card
440,607,2025-10-11,11425.26,Delivered,UPI
441,658,2024-02-08,1323.01,Delivered,UPI
442,669,2024-11-15,1642.65,Delivered,COD
443,607,2025-06-17,5059.1,Delivered,COD
444,607,2025-06-03,1308.14,Delivered,UPI
445,607,2023-01-22,3477.69,Delivered,Credit Card
446,332,2025-11-08,752.24,Delivered,UPI
447,607,2025-01-02,3734.72,Delivered,UPI
448,607,2024-02-15,1841.28,Delivered,Debit Card
449,487,2025-10-12,7545.06,Delivered,UPI
450,607,2025-06-20,8230.77,Delivered,UPI
451,19,2024-11-24,3468.88,Delivered,Wallet
452,16,2025-02-05,4727.38,Delivered,UPI
453,510,2023-05-13,2538.69,Delivered,UPI
454,607,2024-02-29,896.8,Delivered,UPI
455,261,2025-06-29,1805.27,Delivered,Credit Card
456,607,2024-07-20,1615.8,Delivered,Wallet
457,789,2024-07-16,9728.58,Delivered,UPI
458,477,2024-04-09,866.28,Delivered,Debit Card
459,789,2025-06-17,1926.1,Delivered,Credit Card
460,607,2024-12-27,1444.57,Delivered,UPI
461,789,2025-03-11,2000.49,Delivered,Wallet
462,435,2024-04-22,2042.14,Delivered,UPI
463,607,2023-08-15,1762.22,Delivered,UPI
464,68,2024-02-20,3771.04,Delivered,Credit Card
465,662,2024-11-04,724.25,Delivered,COD
466,607,2023-12-25,1230.82,Delivered,Credit Card
467,607,2024-03-20,4646.53,Delivered,COD
468,642,2023-08-23,1274.87,Delivered,Debit Card
469,607,2023-12-16,1009.27,Cancelled,COD
470,498,2024-07-13,1263.75,Delivered,UPI
471,634,2023-07-30,1928.42,Delivered,Credit Card
472,444,2024-05-03,16840.96,Delivered,UPI
473,607,2024-10-22,1834.16,Delivered,Credit Card
474,435,2025-01-25,1920.64,Delivered,UPI
475,607,2024-10-26,7031.0,Delivered,Wallet
476,513,2025-07-08,18435.94,Delivered,Credit Card
477,598,2025-06-27,1027.63,Delivered,Debit Card
478,621,2023-02-18,6259.36,Delivered,UPI
479,607,2024-03-31,1459.66,Delivered,Debit Card
480,435,2024-02-23,1988.81,Delivered,UPI
481,145,2025-09-12,5753.68,Delivered,UPI
482,518,2024-09-06,425.9,Delivered,Debit Card
483,607,2024-01-24,6236.64,Delivered,UPI
484,457,2023-11-29,7039.87,Delivered,UPI
485,607,2023-10-29,2812.34,Delivered,UPI
486,549,2025-05-16,6304.88,Delivered,UPI
487,789,2023-10-20,2355.02,Delivered,UPI
488,607,2024-01-16,5824.02,Delivered,UPI
489,607,2023-08-12,157.49,Delivered,COD
490,248,2023-07-26,6676.12,Delivered,UPI
491,510,2025-01-09,6585.07,Delivered,Debit Card
492,422,2025-01-24,5228.4,Delivered,Credit Card
493,564,2023-06-16,3318.04,Returned,UPI
494,274,2025-08-14,9605.1,Returned,UPI
495,435,2024-04-03,2541.75,Delivered,Wallet
496,607,2024-04-22,6884.06,Delivered,UPI
497,457,2023-01-04,8459.53,Delivered,UPI
498,487,2023-01-19,3395.46,Delivered,Credit Card
499,487,2023-03-12,2196.86,Delivered,Debit Card
500,607,2024-11-13,30073.34,Delivered,UPI
501,598,2023-11-23,3280.57,Delivered,Wallet
502,457,2024-02-04,3166.76,Delivered,Debit Card
503,457,2024-03-05,1907.62,Delivered,UPI
504,383,2023-10-30,3430.66,Delivered,UPI
505,188,2025-04-07,525.04,Delivered,UPI
506,435,2023-07-03,16240.51,Delivered,COD
507,435,2025-09-09,1411.14,Delivered,UPI
508,263,2023-07-23,19578.15,Delivered,UPI
509,607,2024-02-27,5465.83,Delivered,Debit Card
510,61,2024-09-07,11613.62,Delivered,UPI
511,607,2025-02-20,1178.17,Delivered,Debit Card
512,607,2025-02-01,4950.79,Delivered,Credit Card
513,98,2023-07-02,4712.15,Delivered,UPI
514,607,2025-12-19,2282.61,Delivered,UPI
515,435,2024-06-14,6866.25,Delivered,UPI
516,721,2024-07-18,1570.81,Delivered,Wallet
517,369,2024-08-08,2236.8,Delivered,Credit Card
518,457,2024-01-25,1114.76,Delivered,COD
519,184,2025-12-17,5055.48,Delivered,Debit Card
520,678,2025-10-11,12751.28,Delivered,UPI
521,208,2023-01-11,1373.61,Delivered,UPI
522,607,2025-04-21,913.23,Delivered,UPI
523,607,2024-01-09,1287.6,Delivered,Credit Card
524,436,2024-02-11,1585.02,Delivered,UPI
525,189,2024-06-28,2316.28,Returned,UPI
526,779,2023-02-13,4107.85,Delivered,UPI
527,457,2025-05-28,1591.97,Delivered,UPI
528,607,2023-11-01,4193.64,Delivered,UPI
529,789,2024-03-30,669.6,Delivered,UPI
530,789,2025-05-06,687.84,Delivered,UPI
531,651,2024-01-14,433.71,Delivered,UPI
532,299,2025-01-08,2071.99,Delivered,Debit Card
533,607,2024-01-26,7676.5,Delivered,UPI
534,457,2023-08-29,1325.77,Delivered,COD
535,435,2025-03-25,4938.29,Delivered,Credit Card
536,607,2025-07-21,4027.2,Returned,Credit Card
537,607,2024-07-22,6630.25,Delivered,Wallet
538,607,2024-08-26,11517.86,Delivered,UPI
539,609,2024-02-27,274.51,Delivered,COD
540,607,2023-07-11,450.68,Delivered,Credit Card
541,607,2024-09-27,707.93,Delivered,UPI
542,147,2023-02-12,7204.94,Delivered,UPI
543,66,2025-06-28,4977.1,Delivered,COD
544,607,2023-10-18,189.78,Delivered,UPI
545,600,2023-08-19,10259.12,Delivered,Credit Card
546,451,2024-09-09,12084.29,Delivered,Debit Card
547,724,2025-09-06,6586.33,Delivered,COD
548,680,2024-11-13,5950.03,Delivered,UPI
