delivery_id,order_id,delivery_time,delivery_status
314,314,5,Delivered
315,315,5,Delivered
316,316,3,Delivered
317,317,4,Delivered
318,318,2,Delivered
319,319,7,Delivered
320,320,6,Delivered
321,321,4,Delivered
322,322,5,Delivered
323,323,4,Delivered
324,324,2,Delivered
325,325,7,Delivered
326,326,2,Delivered
327,327,7,Delivered
328,328,6,Delivered
329,329,3,Delivered
330,330,6,Delivered
331,331,6,Delivered
332,332,2,Delivered
333,333,3,Delivered
334,334,4,Delivered
335,335,2,Delivered
336,336,5,Delivered
337,337,4,Delivered
338,338,3,Delivered
339,339,4,Delivered
340,340,5,Delivered
341,341,3,Delivered
342,342,4,Delivered
343,343,5,Delivered
344,344,6,Delivered
345,345,6,Delivered
346,346,4,Delivered
347,347,3,Delivered
348,348,3,Delivered
349,349,3,Delivered
350,350,6,Delivered
351,351,2,Delivered
352,352,6,Delivered
353,353,3,Delivered
354,354,4,Delivered
355,355,3,Delivered
356,356,6,Returned
357,357,2,Delivered
358,358,4,Delivered
359,359,3,Delivered
360,360,5,Delivered
361,361,6,Delivered
362,362,4,Delivered
363,363,5,Delivered
364,364,3,Delivered
365,365,4,Delivered
366,366,2,Delivered
367,367,4,Delivered
368,368,2,Delivered
369,369,4,Delivered
370,370,4,Delivered
371,371,4,Delivered
372,372,3,Delivered
373,373,4,Delivered
374,374,5,Delivered
375,375,4,Delivered
376,376,7,Delivered
377,377,4,Delivered
378,378,2,Delivered
379,379,4,Delivered
380,380,2,Delivered
381,381,2,Delivered
382,382,5,Delivered
383,383,5,Delivered
384,384,0,Cancelled
385,385,3,Delivered
386,386,4,Delivered
387,387,4,Delivered
388,388,6,Returned
389,389,2,Delivered
390,390,4,Delivered
391,391,3,Delivered
392,392,6,Delivered
393,393,3,Delivered
394,394,4,Delivered
395,395,4,Delivered
396,396,5,Delivered
397,397,4,Delivered
398,398,2,Delivered
399,399,4,Delivered
400,400,2,Delivered
401,401,3,Delivered
402,402,4,Delivered
403,403,3,Delivered
404,404,7,Delivered
405,405,4,Delivered
406,406,4,Delivered
407,407,4,Delivered
408,408,4,Delivered
409,409,3,Delivered
410,410,3,Delivered
411,411,5,Delivered
412,412,4,Delivered
413,413,7,Delivered
414,414,8,Delivered
415,415,4,Delivered
416,416,3,Delivered
417,417,5,Delivered
418,418,5,Delivered
419,419,4,Delivered
420,420,4,Delivered
421,421,5,Delivered
422,422,4,Delivered
423,423,4,Delivered
424,424,3,Delivered
425,425,4,Delivered
426,426,2,Delivered
427,427,2,Delivered
428,428,2,Delivered
429,429,6,Delivered
430,430,3,Delivered
431,431,4,Delivered
432,432,2,Delivered
433,433,7,Delivered
434,434,4,Delivered
435,435,5,Delivered
436,436,2,Delivered
437,437,7,Delivered
438,438,0,Cancelled
439,439,4,Delivered
440,440,6,Delivered
441,441,4,Delivered
442,442,4,Delivered
443,443,3,Delivered
444,444,6,Delivered
445,445,3,Delivered
446,446,4,Delivered
447,447,3,Delivered
448,448,6,Delivered
449,449,3,Delivered
450,450,6,Delivered
451,451,4,Delivered
452,452,5,Delivered
453,453,4,Delivered
454,454,2,Delivered
455,455,2,Delivered
456,456,5,Delivered
457,457,4,Delivered
458,458,4,Delivered
459,459,4,Delivered
460,460,4,Delivered
461,461,3,Delivered
462,462,3,Delivered
463,463,3,Delivered
464,464,3,Delivered
465,465,3,Delivered
466,466,6,Delivered
467,467,2,Delivered
468,468,6,Delivered
469,469,0,Cancelled
470,470,4,Delivered
471,471,4,Delivered
472,472,5,Delivered
473,473,4,Delivered
474,474,2,Delivered
475,475,4,Delivered
476,476,2,Delivered
477,477,3,Delivered
478,478,5,Delivered
479,479,2,Delivered
480,480,3,Delivered
481,481,6,Delivered
482,482,3,Delivered
483,483,7,Delivered
484,484,4,Delivered
485,485,3,Delivered
486,486,5,Delivered
487,487,5,Delivered
488,488,6,Delivered
489,489,5,Delivered
490,490,5,Delivered
491,491,5,Delivered
492,492,4,Delivered
493,493,9,Returned
494,494,8,Returned
495,495,4,Delivered
496,496,4,Delivered
497,497,2,Delivered
498,498,5,Delivered
499,499,2,Delivered
500,500,6,Delivered
501,501,3,Delivered
502,502,6,Delivered
503,503,8,Delivered
504,504,4,Delivered
505,505,5,Delivered
506,506,8,Delivered
507,507,4,Delivered
508,508,2,Delivered
509,509,2,Delivered
510,510,3,Delivered
511,511,3,Delivered
512,512,3,Delivered
513,513,4,Delivered
514,514,4,Delivered
515,515,4,Delivered
516,516,2,Delivered
517,517,4,Delivered
518,518,6,Delivered
519,519,2,Delivered
520,520,3,Delivered
521,521,6,Delivered
522,522,4,Delivered
523,523,3,Delivered
524,524,4,Delivered
525,525,5,Returned
526,526,2,Delivered
527,527,3,Delivered
528,528,8,Delivered
529,529,3,Delivered
530,530,2,Delivered
531,531,3,Delivered
532,532,3,Delivered
533,533,4,Delivered
534,534,5,Delivered
535,535,5,Delivered
536,536,5,Returned
537,537,3,Delivered
538,538,4,Delivered
539,539,6,Delivered
540,540,3,Delivered
541,541,4,Delivered
542,542,3,Delivered
543,543,5,Delivered
544,544,5,Delivered
545,545,5,Delivered
546,546,5,Delivered
547,547,4,Delivered
548,548,2,Delivered
549,549,3,Delivered
550,550,5,Delivered
551,551,3,Delivered
552,552,4,Delivered
553,553,2,Delivered
554,554,3,Delivered
555,555,3,Delivered
556,556,6,Returned
557,557,3,Delivered
558,558,7,Delivered
559,559,4,Delivered
560,560,3,Delivered
561,561,4,Delivered
562,562,3,Delivered
563,563,3,Delivered
564,564,3,Delivered
565,565,5,Delivered
566,566,3,Delivered
567,567,5,Delivered
568,568,4,Delivered
569,569,4,Delivered
570,570,4,Delivered
571,571,5,Delivered
572,572,5,Delivered
573,573,8,Delivered
574,574,3,Delivered
575,575,7,Delivered
576,576,3,Delivered
577,577,8,Returned
578,578,3,Delivered
579,579,3,Delivered
580,580,5,Delivered
581,581,4,Delivered
582,582,2,Delivered
583,583,7,Delivered
584,584,3,Delivered
585,585,6,Delivered
586,586,4,Delivered
587,587,8,Delivered
588,588,8,Returned
589,589,6,Delivered
590,590,5,Delivered
591,591,3,Delivered
592,592,4,Delivered
593,593,3,Delivered
594,594,6,Returned
595,595,4,Delivered
596,596,5,Delivered
597,597,5,Delivered
598,598,4,Delivered
599,599,3,Delivered
600,600,5,Delivered
601,601,8,Delivered
602,602,4,Delivered
603,603,8,Delivered
604,604,9,Returned
605,605,4,Delivered
606,606,5,Delivered
607,607,6,Delivered
608,608,2,Delivered
609,609,4,Delivered
610,610,8,Delivered
611,611,3,Delivered
612,612,2,Delivered
613,613,4,Delivered
614,614,7,Delivered
615,615,4,Delivered
616,616,4,Delivered
617,617,4,Delivered
618,618,3,Delivered
619,619,2,Delivered
620,620,2,Delivered
621,621,4,Delivered
622,622,4,Delivered
623,623,3,Delivered
624,624,4,Delivered
625,625,7,Delivered
626,626,8,Returned
627,627,3,Delivered
628,628,4,Delivered
629,629,3,Delivered
630,630,4,Delivered
631,631,2,Delivered
632,632,7,Delivered
633,633,3,Delivered
634,634,3,Delivered
635,635,7,Delivered
636,636,4,Delivered
637,637,3,Delivered
638,638,6,Returned
639,639,4,Delivered
640,640,5,Delivered
641,641,5,Delivered
642,642,6,Delivered
643,643,7,Returned
644,644,2,Delivered
645,645,5,Delivered
646,646,3,Delivered
647,647,3,Delivered
648,648,8,Delivered
649,649,2,Delivered
650,650,5,Delivered
651,651,2,Delivered
652,652,4,Delivered
653,653,4,Delivered
654,654,4,Delivered
655,655,4,Delivered
656,656,4,Delivered
657,657,4,Delivered
658,658,4,Delivered
659,659,8,Returned
660,660,3,Delivered
661,661,3,Delivered
662,662,5,Delivered
663,663,7,Delivered
664,664,8,Delivered
665,665,4,Delivered
666,666,6,Delivered
667,667,5,Delivered
668,668,4,Delivered
669,669,4,Delivered
670,670,5,Delivered
671,671,3,Delivered
672,672,3,Delivered
673,673,2,Delivered
674,674,4,Delivered
675,675,4,Delivered
676,676,6,Returned
677,677,4,Delivered
678,678,3,Delivered
679,679,4,Delivered
680,680,4,Delivered
681,681,3,Delivered
682,682,3,Delivered
683,683,2,Delivered
684,684,4,Delivered
685,685,4,Delivered
686,686,4,Delivered
687,687,3,Delivered
688,688,0,Cancelled
689,689,4,Delivered
690,690,4,Delivered
691,691,4,Delivered
692,692,4,Delivered
693,693,3,Delivered
694,694,4,Delivered
695,695,3,Delivered
696,696,2,Delivered
697,697,2,Delivered
698,698,6,Delivered
699,699,4,Delivered
700,700,3,Delivered
701,701,5,Delivered
702,702,4,Delivered
703,703,4,Delivered
704,704,4,Delivered
705,705,7,Delivered
706,706,5,Delivered
707,707,3,Delivered
708,708,4,Delivered
709,709,5,Delivered
710,710,4,Delivered
711,711,5,Delivered
712,712,4,Delivered
713,713,3,Delivered
714,714,3,Delivered
715,715,3,Delivered
716,716,3,Delivered
717,717,7,Delivered
718,718,5,Delivered
719,719,2,Delivered
720,720,3,Delivered
721,721,4,Delivered
722,722,3,Delivered
723,723,4,Delivered
724,724,5,Delivered
725,725,2,Delivered
726,726,3,Delivered
727,727,4,Delivered
728,728,0,Cancelled
729,729,5,Delivered
730,730,4,Delivered
731,731,4,Delivered
732,732,6,Delivered
733,733,3,Delivered
734,734,7,Delivered
735,735,5,Delivered
736,736,2,Delivered
737,737,2,Delivered
738,738,6,Delivered
739,739,6,Delivered
740,740,2,Delivered
741,741,4,Delivered
742,742,7,Delivered
743,743,3,Delivered
744,744,5,Delivered
745,745,8,Delivered
746,746,5,Delivered
747,747,2,Delivered
748,748,5,Delivered
749,749,4,Delivered
750,750,3,Delivered
751,751,3,Delivered
752,752,3,Delivered
753,753,3,Delivered
754,754,5,Delivered
755,755,2,Delivered
756,756,5,Delivered
757,757,5,Delivered
758,758,5,Delivered
759,759,3,Delivered
760,760,3,Delivered
761,761,3,Delivered
762,762,5,Delivered
763,763,6,Returned
764,764,3,Delivered
765,765,8,Delivered
766,766,8,Delivered
767,767,5,Delivered
768,768,3,Delivered
769,769,3,Delivered
770,770,3,Delivered
771,771,4,Delivered
772,772,3,Delivered
773,773,5,Delivered
774,774,4,Delivered
775,775,3,Delivered
776,776,5,Delivered
777,777,4,Delivered
778,778,6,Delivered
779,779,4,Delivered
780,780,5,Delivered
781,781,6,Delivered
782,782,2,Delivered
783,783,4,Delivered
784,784,2,Delivered
785,785,4,Delivered
786,786,3,Delivered
787,787,3,Delivered
788,788,4,Delivered
789,789,4,Delivered
790,790,3,Delivered
791,791,4,Delivered
792,792,5,Delivered
793,793,4,Delivered
794,794,4,Delivered
795,795,5,Delivered
796,796,7,Delivered
797,797,6,Delivered
798,798,3,Delivered
799,799,7,Delivered
800,800,3,Delivered
801,801,4,Delivered
802,802,3,Delivered
803,803,5,Delivered
804,804,2,Delivered
805,805,5,Returned
806,806,2,Delivered
807,807,5,Delivered
808,808,5,Delivered
809,809,3,Delivered
810,810,4,Delivered
811,811,5,Returned
812,812,3,Delivered
813,813,6,Delivered
814,814,4,Delivered
815,815,3,Delivered
816,816,3,Delivered
817,817,4,Delivered
818,818,4,Delivered
819,819,5,Delivered
820,820,2,Delivered
821,821,0,Cancelled
822,822,4,Delivered
823,823,4,Delivered
824,824,3,Delivered
825,825,4,Delivered
826,826,3,Delivered
827,827,5,Delivered
828,828,5,Delivered
829,829,7,Delivered
830,830,5,Delivered
831,831,3,Delivered
832,832,4,Delivered
833,833,5,Delivered
834,834,5,Delivered
835,835,5,Delivered
836,836,3,Delivered
837,837,5,Delivered
838,838,4,Delivered
839,839,2,Delivered
840,840,3,Delivered
841,841,4,Delivered
842,842,4,Delivered
843,843,5,Returned
844,844,4,Delivered
845,845,5,Delivered
846,846,4,Delivered
847,847,4,Delivered
848,848,3,Delivered
849,849,5,Delivered
850,850,3,Delivered
851,851,2,Delivered
852,852,4,Delivered
853,853,4,Delivered
854,854,7,Delivered
855,855,4,Delivered
856,856,4,Delivered
857,857,6,Returned
858,858,9,Returned
859,859,3,Delivered
860,860,2,Delivered
861,861,3,Delivered
862,862,4,Delivered
863,863,4,Delivered
864,864,3,Delivered
865,865,4,Delivered
866,866,5,Delivered
867,867,3,Delivered
868,868,4,Delivered
869,869,3,Delivered
870,870,2,Delivered
871,871,5,Delivered
872,872,4,Delivered
873,873,4,Delivered
874,874,2,Delivered
875,875,0,Cancelled
876,876,4,Delivered
877,877,4,Delivered
878,878,3,Delivered
879,879,3,Delivered
880,880,4,Delivered
881,881,7,Delivered
882,882,3,Delivered
883,883,7,Delivered
884,884,7,Returned
885,885,3,Delivered
886,886,5,Delivered
887,887,5,Returned
888,888,5,Delivered
889,889,6,Delivered
890,890,3,Delivered
891,891,6,Returned
892,892,7,Delivered
893,893,3,Delivered
894,894,5,Delivered
895,895,4,Delivered
896,896,3,Delivered
897,897,4,Delivered
898,898,5,Delivered
899,899,6,Delivered
900,900,2,Delivered
901,901,3,Delivered
902,902,4,Delivered
903,903,5,Delivered
904,904,2,Delivered
905,905,3,Delivered
906,906,3,Delivered
907,907,4,Delivered
908,908,0,Cancelled
909,909,3,Delivered
910,910,2,Delivered
911,911,3,Delivered
912,912,3,Delivered
913,913,3,Delivered
914,914,2,Delivered
915,915,3,Delivered
916,916,2,Delivered
917,917,5,Delivered
918,918,3,Delivered
919,919,4,Delivered
920,920,3,Delivered
921,921,2,Delivered
922,922,4,Delivered
923,923,3,Delivered
924,924,2,Delivered
925,925,5,Delivered
926,926,4,Delivered
927,927,5,Delivered
928,928,2,Delivered
929,929,3,Delivered
930,930,5,Delivered
931,931,2,Delivered
932,932,7,Delivered
933,933,3,Delivered
934,934,4,Delivered
935,935,5,Delivered
936,936,3,Delivered
937,937,7,Delivered
938,938,7,Returned
939,939,5,Delivered
940,940,5,Delivered
941,941,4,Delivered
942,942,5,Delivered
943,943,3,Delivered
944,944,6,Delivered
945,945,5,Delivered
946,946,4,Delivered
947,947,6,Delivered
948,948,3,Delivered
949,949,2,Delivered
950,950,0,Cancelled
951,951,2,Delivered
952,952,8,Delivered
953,953,2,Delivered
954,954,3,Delivered
955,955,2,Delivered
956,956,5,Delivered
957,957,4,Delivered
958,958,4,Delivered
959,959,2,Delivered
960,960,4,Delivered
961,961,3,Delivered
962,962,3,Delivered
963,963,3,Delivered
964,964,4,Delivered
965,965,2,Delivered
966,966,3,Delivered
967,967,3,Delivered
968,968,5,Delivered
969,969,8,Delivered
970,970,4,Delivered
971,971,3,Delivered
972,972,6,Delivered
973,973,3,Delivered
974,974,4,Delivered
975,975,4,Delivered
976,976,2,Delivered
977,977,3,Delivered
978,978,5,Delivered
979,979,5,Delivered
980,980,8,Delivered
981,981,7,Returned
982,982,3,Delivered
983,983,3,Delivered
984,984,6,Delivered
985,985,3,Delivered
986,986,4,Delivered
987,987,4,Delivered
988,988,5,Delivered
989,989,5,Delivered
990,990,5,Delivered
991,991,4,Delivered
992,992,3,Delivered
993,993,5,Delivered
994,994,3,Delivered
995,995,5,Delivered
996,996,3,Delivered
997,997,3,Delivered
998,998,3,Delivered
999,999,3,Delivered
1000,1000,6,Delivered
1001,1001,3,Delivered
1002,1002,2,Delivered
1003,1003,6,Returned
1004,1004,5,Delivered
1005,1005,3,Delivered
1006,1006,7,Delivered
1007,1007,3,Delivered
1008,1008,4,Delivered
1009,1009,3,Delivered
1010,1010,4,Delivered
1011,1011,3,Delivered
1012,1012,2,Delivered
1013,1013,7,Returned
1014,1014,3,Delivered
1015,1015,5,Delivered
1016,1016,5,Returned
1017,1017,4,Delivered
1018,1018,3,Delivered
1019,1019,3,Delivered
1020,1020,3,Delivered
1021,1021,5,Delivered
1022,1022,3,Delivered
1023,1023,8,Returned
1024,1024,4,Delivered
1025,1025,4,Delivered
1026,1026,4,Delivered
1027,1027,5,Delivered
1028,1028,9,Returned
1029,1029,2,Delivered
1030,1030,4,Delivered
1031,1031,3,Delivered
1032,1032,6,Delivered
1033,1033,4,Delivered
1034,1034,3,Delivered
1035,1035,3,Delivered
1036,1036,4,Delivered
1037,1037,3,Delivered
1038,1038,5,Delivered
1039,1039,5,Delivered
1040,1040,7,Returned
1041,1041,4,Delivered
1042,1042,8,Delivered
1043,1043,2,Delivered
1044,1044,8,Returned
1045,1045,4,Delivered
1046,1046,4,Delivered
1047,1047,4,Delivered
1048,1048,6,Returned
1049,1049,6,Returned
1050,1050,4,Delivered
1051,1051,4,Delivered
1052,1052,2,Delivered
1053,1053,5,Delivered
1054,1054,3,Delivered
1055,1055,5,Delivered
1056,1056,5,Delivered
1057,1057,3,Delivered
1058,1058,0,Cancelled
1059,1059,2,Delivered
1060,1060,3,Delivered
1061,1061,4,Delivered
1062,1062,3,Delivered
1063,1063,6,Delivered
1064,1064,6,Delivered
1065,1065,2,Delivered
1066,1066,5,Delivered
1067,1067,2,Delivered
1068,1068,8,Delivered
1069,1069,4,Delivered
1070,1070,2,Delivered
1071,1071,2,Delivered
1072,1072,4,Delivered
1073,1073,4,Delivered
1074,1074,3,Delivered
1075,1075,6,Delivered
1076,1076,6,Returned
1077,1077,2,Delivered
1078,1078,5,Delivered
1079,1079,2,Delivered
1080,1080,4,Delivered
1081,1081,3,Delivered
1082,1082,4,Delivered
1083,1083,4,Delivered
1084,1084,5,Delivered
1085,1085,3,Delivered
1086,1086,4,Delivered
1087,1087,5,Delivered
1088,1088,2,Delivered
1089,1089,4,Delivered
1090,1090,0,Cancelled
1091,1091,2,Delivered
1092,1092,6,Delivered
1093,1093,3,Delivered
1094,1094,4,Delivered
1095,1095,7,Delivered
1096,1096,6,Delivered
1097,1097,3,Delivered
1098,1098,3,Delivered
1099,1099,6,Delivered
1100,1100,6,Returned
1101,1101,4,Delivered
1102,1102,6,Delivered
1103,1103,4,Delivered
1104,1104,5,Delivered
1105,1105,3,Delivered
1106,1106,4,Delivered
1107,1107,4,Delivered
1108,1108,5,Delivered
1109,1109,5,Delivered
1110,1110,3,Delivered
1111,1111,4,Delivered
1112,1112,10,Returned
1113,1113,7,Delivered
1114,1114,4,Delivered
1115,1115,4,Delivered
1116,1116,4,Delivered
1117,1117,4,Delivered
1118,1118,4,Delivered
1119,1119,4,Delivered
1120,1120,4,Delivered
1121,1121,8,Delivered
1122,1122,7,Delivered
1123,1123,7,Delivered
1124,1124,5,Delivered
1125,1125,4,Delivered
1126,1126,5,Delivered
1127,1127,3,Delivered
1128,1128,3,Delivered
1129,1129,3,Delivered
1130,1130,3,Delivered
1131,1131,7,Delivered
1132,1132,4,Delivered
1133,1133,3,Delivered
1134,1134,8,Delivered
1135,1135,3,Delivered
1136,1136,3,Delivered
1137,1137,5,Delivered
1138,1138,5,Delivered
1139,1139,4,Delivered
1140,1140,3,Delivered
1141,1141,3,Delivered
1142,1142,3,Delivered
1143,1143,7,Delivered
1144,1144,2,Delivered
1145,1145,4,Delivered
1146,1146,3,Delivered
1147,1147,5,Delivered
1148,1148,4,Delivered
1149,1149,6,Delivered
1150,1150,4,Delivered
1151,1151,6,Delivered
1152,1152,5,Delivered
1153,1153,2,Delivered
1154,1154,4,Delivered
1155,1155,4,Delivered
1156,1156,3,Delivered
1157,1157,5,Delivered
1158,1158,4,Delivered
1159,1159,3,Delivered
1160,1160,0,Cancelled
1161,1161,2,Delivered
1162,1162,8,Returned
1163,1163,3,Delivered
1164,1164,6,Returned
1165,1165,2,Delivered
1166,1166,4,Delivered
1167,1167,3,Delivered
1168,1168,4,Delivered
1169,1169,2,Delivered
1170,1170,4,Delivered
1171,1171,4,Delivered
1172,1172,3,Delivered
1173,1173,3,Delivered
1174,1174,3,Delivered
1175,1175,4,Delivered
1176,1176,2,Delivered
1177,1177,4,Delivered
1178,1178,4,Delivered
1179,1179,2,Delivered
1180,1180,4,Delivered
1181,1181,6,Delivered
1182,1182,6,Delivered
1183,1183,2,Delivered
1184,1184,4,Delivered
1185,1185,3,Delivered
1186,1186,4,Delivered
1187,1187,4,Delivered
1188,1188,4,Delivered
1189,1189,4,Delivered
1190,1190,6,Delivered
1191,1191,4,Delivered
1192,1192,4,Delivered
1193,1193,2,Delivered
1194,1194,9,Returned
1195,1195,5,Returned
1196,1196,8,Delivered
1197,1197,3,Delivered
1198,1198,4,Delivered
1199,1199,4,Delivered
1200,1200,5,Delivered
1201,1201,2,Delivered
1202,1202,5,Delivered
1203,1203,5,Delivered
1204,1204,4,Delivered
1205,1205,4,Delivered
1206,1206,4,Delivered
1207,1207,4,Delivered
1208,1208,4,Delivered
1209,1209,2,Delivered
1210,1210,2,Delivered
1211,1211,8,Delivered
1212,1212,3,Delivered
1213,1213,4,Delivered
1214,1214,5,Delivered
1215,1215,8,Delivered
1216,1216,2,Delivered
1217,1217,2,Delivered
1218,1218,8,Delivered
1219,1219,3,Delivered
1220,1220,3,Delivered
1221,1221,3,Delivered
1222,1222,5,Delivered
1223,1223,4,Delivered
1224,1224,6,Delivered
1225,1225,5,Returned
1226,1226,6,Delivered
1227,1227,5,Delivered
1228,1228,4,Delivered
1229,1229,4,Delivered
1230,1230,4,Delivered
